日期,借书量
2014-06-21,58.0
2014-06-22,34.0
2014-06-23,40.0
2014-06-24,56.0
2014-06-25,98.0
2014-06-26,100.0
2014-06-27,141.0
2014-06-28,138.0
2014-06-29,77.0
2014-06-30,123.0
2014-07-01,130.0
2014-07-02,176.0
2014-07-03,92.0
2014-07-04,96.0
2014-07-05,102.0
2014-07-06,105.0
2014-07-07,120.0
2014-07-08,74.0
2014-07-09,115.0
2014-07-10,114.0
2014-07-11,119.0
2014-07-12,44.0
2014-07-13,66.0
2014-07-14,64.0
2014-07-15,114.0
2014-07-16,117.0
2014-07-17,104.0
2014-07-18,85.0
2014-07-19,83.0
2014-07-20,20.0
2014-07-21,64.0
2014-07-22,68.0
2014-07-23,27.0
2014-07-24,90.0
2014-07-25,48.0
2014-07-26,42.0
2014-07-27,21.0
2014-07-28,30.0
2014-07-29,10.0
2014-07-30,2.0
2014-07-31,10.0
2014-08-01,6.0
2014-08-02,9.0
2014-08-03,10.0
2014-08-04,31.0
2014-08-05,16.0
2014-08-06,14.0
2014-08-07,15.0
2014-08-08,14.0
2014-08-09,16.0
2014-08-10,26.0
2014-08-11,33.0
2014-08-12,18.0
2014-08-13,22.0
2014-08-14,14.0
2014-08-15,14.0
2014-08-16,13.0
2014-08-17,21.0
2014-08-18,8.0
2014-08-19,11.0
2014-08-20,0.0
2014-08-21,0.0
2014-08-22,0.0
2014-08-23,0.0
2014-08-24,6.0
2014-08-25,29.0
2014-08-26,34.0
2014-08-27,33.0
2014-08-28,7.0
2014-08-29,15.0
2014-08-30,28.0
2014-08-31,1.0
2014-09-01,35.0
2014-09-02,10.0
2014-09-03,4.0
2014-09-04,10.0
2014-09-05,25.0
2014-09-06,12.0
2014-09-07,36.0
2014-09-08,15.0
2014-09-09,23.0
2014-09-10,29.0
2014-09-11,69.0
2014-09-12,41.0
2014-09-13,106.0
2014-09-14,179.0
2014-09-15,212.0
2014-09-16,250.0
2014-09-17,131.0
2014-09-18,95.0
2014-09-19,204.0
2014-09-20,114.0
2014-09-21,148.0
2014-09-22,132.0
2014-09-23,107.0
2014-09-24,401.0
2014-09-25,326.0
2014-09-26,217.0
2014-09-27,260.0
2014-09-28,220.0
2014-09-29,231.0
2014-09-30,264.0
2014-10-01,88.0
2014-10-02,46.0
2014-10-03,70.0
2014-10-04,86.0
2014-10-05,87.0
2014-10-06,64.0
2014-10-07,155.0
2014-10-08,243.0
2014-10-09,225.0
2014-10-10,219.0
2014-10-11,130.0
2014-10-12,194.0
2014-10-13,196.0
2014-10-14,214.0
2014-10-15,236.0
2014-10-16,162.0
2014-10-17,232.0
2014-10-18,204.0
2014-10-19,240.0
2014-10-20,145.0
2014-10-21,180.0
2014-10-22,209.0
2014-10-23,161.0
2014-10-24,123.0
2014-10-25,165.0
2014-10-26,112.0
2014-10-27,189.0
2014-10-28,148.0
2014-10-29,163.0
2014-10-30,162.0
2014-10-31,147.0
2014-11-01,143.0
2014-11-02,161.0
2014-11-03,139.0
2014-11-04,131.0
2014-11-05,162.0
2014-11-06,169.0
2014-11-07,134.0
2014-11-08,186.0
2014-11-09,149.0
2014-11-10,184.0
2014-11-11,171.0
2014-11-12,169.0
2014-11-13,166.0
2014-11-14,100.0
2014-11-15,31.0
2014-11-16,103.0
2014-11-17,180.0
2014-11-18,183.0
2014-11-19,122.0
2014-11-20,213.0
2014-11-21,143.0
2014-11-22,106.0
2014-11-23,153.0
2014-11-24,286.0
2014-11-25,176.0
2014-11-26,206.0
2014-11-27,133.0
2014-11-28,161.0
2014-11-29,117.0
2014-11-30,77.0
2014-12-01,164.0
2014-12-02,81.0
2014-12-03,90.0
2014-12-04,50.0
2014-12-05,96.0
2014-12-06,130.0
2014-12-07,79.0
2014-12-08,87.0
2014-12-09,122.0
2014-12-10,106.0
2014-12-11,97.0
2014-12-12,73.0
2014-12-13,70.0
2014-12-14,127.0
2014-12-15,72.0
2014-12-16,106.0
2014-12-17,85.0
2014-12-18,117.0
2014-12-19,80.0
2014-12-20,53.0
2014-12-21,109.0
2014-12-22,143.0
2014-12-23,153.0
2014-12-24,74.0
2014-12-25,107.0
2014-12-26,137.0
2014-12-27,102.0
2014-12-28,87.0
2014-12-29,120.0
2014-12-30,128.0
2014-12-31,215.0
